timestamp,altitude,avg_heartrate,cadence,distance,speed,instant_power,coppia
2023-09-16 10:43:10,1461.0,150,84,929.45,48.47,121,13.755534367228098
2023-09-16 10:43:11,1461.0,151,80,943.3,49.108,112,13.36901521971921
2023-09-16 10:43:12,1461.0,151,80,957.74,49.277,129,15.398240744140875
2023-09-16 10:43:13,1460.8,151,81,971.71,49.612,129,15.208139006558888
2023-09-16 10:43:14,1460.8,151,82,985.97,50.152,116,13.508761023409654
2023-09-16 10:43:15,1460.8,151,81,1000.53,50.184,71,8.37037108112931
2023-09-16 10:43:16,1460.6,151,82,1015.26,49.982,112,13.04294167777484
2023-09-16 10:43:17,1460.4,151,82,1030.14,50.555,114,13.275851350592248
2023-09-16 10:43:18,1460.4,152,82,1044.93,50.789,114,13.275851350592248
2023-09-16 10:43:19,1460.2,152,83,1059.93,50.89,105,12.08043543950531
2023-09-16 10:43:20,1460.2,152,83,1074.57,51.124,119,13.691160164772684
2023-09-16 10:43:21,1460.2,152,83,1089.47,51.494,133,15.301884890040059
2023-09-16 10:43:22,1460.2,152,83,1103.82,51.224,135,15.531988422221113
2023-09-16 10:43:23,1460.0,152,83,1118.67,52.434,135,15.531988422221113
2023-09-16 10:43:24,1459.8,153,83,1118.67,52.434,101,11.620228375143203
2023-09-16 10:43:25,1459.8,153,84,1148.63,51.664,152,17.279679535691493
2023-09-16 10:43:26,1459.8,153,84,1163.2,50.821,119,13.528170162811104
2023-09-16 10:43:27,1459.8,153,84,1163.2,50.821,106,12.050302834100647
2023-09-16 10:43:28,1459.8,153,84,1179.01,52.837,101,11.481892323058164
2023-09-16 10:43:29,1460.0,153,84,1194.26,53.24,113,12.846077549560125
2023-09-16 10:43:30,1459.8,153,84,1209.58,53.039,118,13.414488060602608
2023-09-16 10:43:31,1459.8,153,84,1224.1,52.47,125,14.210262776062084
2023-09-16 10:43:32,1459.8,153,84,1253.55,52.232,125,14.210262776062084
2023-09-16 10:43:33,1459.8,153,84,1268.24,52.704,93,10.57243550539019
2023-09-16 10:43:34,1459.6,153,84,1283.38,53.107,129,14.66499118489607
2023-09-16 10:43:35,1459.6,153,85,1298.03,52.333,108,12.133223896888023
2023-09-16 10:43:36,1459.6,153,82,1313.01,52.603,69,8.03538371220057
2023-09-16 10:43:37,1459.6,154,85,1327.73,52.636,145,16.28997652822929
2023-09-16 10:43:38,1459.6,154,85,1342.81,52.535,135,15.16652987111003
2023-09-16 10:43:39,1459.6,154,86,1357.58,52.333,133,14.76809820782936
2023-09-16 10:43:40,1459.4,154,86,1373.22,53.006,115,12.76940822481486
2023-09-16 10:43:41,1459.4,154,86,1389.49,54.248,122,13.54667655154272
2023-09-16 10:43:42,1459.4,154,87,1405.58,54.652,107,11.744537179884691
2023-09-16 10:43:43,1459.4,155,86,1421.66,54.986,68,7.550606602499221
2023-09-16 10:43:44,1459.2,155,87,1437.47,54.986,110,12.073823269040336
2023-09-16 10:43:45,1459.2,155,88,1453.14,54.886,156,16.928298492501597
2023-09-16 10:43:46,1459.2,155,88,1468.95,55.256,117,12.696223869376198
2023-09-16 10:43:47,1459.2,155,88,1484.98,55.289,130,14.106915410417997
